員工編號(EmployeeNumber),性別(Gender),年齡(Age),是否為成年人(Over18),婚姻狀態(MaritalStatus),通勤距離(DistanceFromHome),教育程度(Education),教育專業領域(EducationField),部門(Department),職位名稱(JobRole),職位等級(JobLevel),在該公司工作總年資(YearsAtCompany),在該職位工作年資(YearsInCurrentRole),在該職等工作年資(YearsSinceLastPromotion),與現任管理者工作年資(YearsWithCurrManager),總工作年資(TotalWorkingYears),過去工作公司家數(NumCompaniesWorked),每日工資額(DailyRate),每小時工資額(HourlyRate),月收入(MonthlyIncome),月費率(MonthlyRate),標準工作時間(StandardHours),加班(OverTime),調薪百分比(PercentSalaryHike),股票選擇權等級(StockOptionLevel),績效評估(PerformanceRating),出差頻率(BusinessTravel),去年訓練時間(TrainingTimesLastYear),工作滿意度(JobSatisfaction),工作環境滿意度(EnvironmentSatisfaction),工作投入(JobInvolvement),工作生活平衡(WorkLifeBalance),人際關係滿意度(RelationshipSatisfaction),離職(Attrition)
327,Female,43,Y,Married,16,3,Marketing,Sales,Manager,4,17,13,1,9,22,5,1034,80,16064,7744,80,Yes,22,1,4,Travel_Rarely,3,4,4,3,3,3,No
1710,Female,36,Y,Single,2,4,Life Sciences,Sales,Sales Representative,2,13,7,6,7,17,3,530,51,4502,7439,80,No,15,0,3,Travel_Rarely,2,4,3,3,2,3,No
369,Male,25,Y,Divorced,5,2,Life Sciences,Research & Development,Healthcare Representative,2,6,3,1,5,6,1,675,85,4000,18384,80,No,12,2,3,Non-Travel,2,1,2,4,3,4,No
419,Female,36,Y,Married,24,4,Life Sciences,Research & Development,Laboratory Technician,2,9,8,0,8,11,7,1105,47,5674,6927,80,No,15,1,3,Non-Travel,3,2,2,3,3,3,No
154,Female,36,Y,Married,11,2,Technical Degree,Sales,Sales Executive,3,9,7,2,8,10,0,1467,92,9738,22952,80,No,14,1,3,Travel_Frequently,6,4,2,3,3,3,No
1668,Male,38,Y,Married,1,3,Life Sciences,Research & Development,Research Scientist,2,13,11,2,9,19,7,1189,90,4735,9867,80,No,15,2,3,Travel_Frequently,4,4,4,3,4,4,No
939,Male,33,Y,Single,1,4,Other,Research & Development,Research Scientist,1,3,2,0,2,6,3,1198,100,2799,3339,80,Yes,11,0,3,Travel_Rarely,1,1,3,2,3,2,No
341,Male,45,Y,Married,7,4,Life Sciences,Research & Development,Manufacturing Director,2,3,2,0,2,9,4,1199,77,6434,5118,80,No,17,1,3,Travel_Frequently,1,3,1,4,3,4,No
1898,Female,27,Y,Single,2,2,Medical,Sales,Sales Executive,2,8,7,0,7,9,0,511,89,6500,26997,80,No,14,0,3,Travel_Rarely,5,3,1,4,2,2,No
1489,Female,34,Y,Single,24,4,Medical,Sales,Sales Executive,2,15,9,10,10,16,0,790,40,4599,7815,80,Yes,23,0,4,Travel_Rarely,2,2,1,2,4,3,Yes
94,Male,29,Y,Married,2,3,Life Sciences,Research & Development,Research Scientist,1,5,4,0,4,6,0,1328,76,2703,4956,80,No,23,1,4,Travel_Rarely,3,2,3,3,3,4,No
125,Male,32,Y,Single,6,4,Medical,Sales,Sales Executive,2,11,8,5,7,12,1,1093,87,5010,24301,80,No,16,0,3,Travel_Rarely,0,3,2,3,3,1,No
1124,Male,46,Y,Married,3,1,Marketing,Sales,Manager,4,12,9,4,9,23,3,406,52,17465,15596,80,No,12,1,3,Travel_Rarely,3,3,1,3,3,4,No
42,Male,39,Y,Married,5,3,Technical Degree,Sales,Sales Representative,2,1,0,0,0,19,3,895,56,2086,3335,80,No,14,1,3,Travel_Rarely,6,4,4,3,4,3,Yes
1523,Male,44,Y,Married,28,3,Life Sciences,Research & Development,Research Director,4,20,6,14,17,24,3,136,32,16328,22074,80,No,13,1,3,Travel_Rarely,1,1,4,3,4,3,No
601,Female,40,Y,Single,6,3,Life Sciences,Research & Development,Manufacturing Director,4,20,6,5,13,22,7,302,75,13237,20364,80,No,15,0,3,Travel_Rarely,3,3,2,3,3,3,No
597,Female,55,Y,Single,18,5,Life Sciences,Sales,Manager,4,10,9,7,7,37,3,1117,83,16835,9873,80,No,23,0,4,Travel_Rarely,2,2,1,3,3,4,No
999,Male,41,Y,Divorced,9,3,Medical,Research & Development,Research Director,5,18,16,0,11,21,2,840,64,19419,3735,80,No,17,1,3,Travel_Frequently,2,3,1,3,4,2,No
1188,Female,43,Y,Single,9,3,Marketing,Sales,Sales Executive,2,4,3,1,3,7,8,1372,85,5346,9489,80,No,13,0,3,Travel_Rarely,2,3,1,1,2,2,Yes
1583,Female,38,Y,Single,16,3,Life Sciences,Sales,Sales Executive,2,3,2,1,2,8,2,437,90,4198,16379,80,No,12,0,3,Travel_Rarely,5,2,2,3,4,2,No
1752,Female,29,Y,Single,9,3,Marketing,Sales,Sales Representative,1,2,2,2,2,2,1,428,52,2760,14630,80,No,13,0,3,Travel_Rarely,3,2,2,1,3,3,Yes
1417,Male,26,Y,Single,7,3,Other,Research & Development,Laboratory Technician,1,7,7,0,7,8,0,652,100,3578,23577,80,No,12,0,3,Travel_Rarely,2,1,3,4,3,4,No
101,Male,45,Y,Married,6,4,Other,Research & Development,Research Director,3,0,0,0,0,17,4,193,52,13245,15067,80,Yes,14,0,3,Travel_Rarely,3,1,4,3,4,2,No
110,Male,34,Y,Married,1,2,Medical,Research & Development,Manufacturing Director,2,5,2,1,3,5,1,1153,94,4325,17736,80,No,15,0,3,Travel_Rarely,2,2,1,3,3,3,No
1382,Male,38,Y,Divorced,7,3,Life Sciences,Research & Development,Research Scientist,1,4,2,0,3,4,1,693,57,2610,15748,80,No,11,3,3,Travel_Frequently,2,3,4,4,3,4,No
106,Male,55,Y,Married,1,2,Life Sciences,Sales,Sales Executive,3,1,0,1,0,24,3,111,70,10239,18092,80,No,14,1,3,Travel_Rarely,4,4,1,3,3,4,No
614,Male,18,Y,Single,5,3,Marketing,Sales,Sales Representative,1,0,0,0,0,0,1,1306,69,1878,8059,80,Yes,14,0,3,Travel_Frequently,3,2,2,3,3,4,Yes
1628,Female,40,Y,Married,15,3,Life Sciences,Research & Development,Manufacturing Director,3,18,15,14,12,18,1,884,80,10435,25800,80,No,13,2,3,Travel_Rarely,2,3,1,2,3,4,No
942,Female,35,Y,Married,21,1,Life Sciences,Research & Development,Healthcare Representative,2,10,6,0,7,10,1,1137,51,4014,19170,80,Yes,25,1,4,Travel_Rarely,2,4,4,3,1,4,No
1315,Female,28,Y,Married,1,3,Life Sciences,Research & Development,Laboratory Technician,2,9,8,7,5,10,0,1476,55,6674,16392,80,No,11,3,3,Non-Travel,6,4,3,1,3,1,No
1680,Male,20,Y,Single,9,1,Life Sciences,Sales,Sales Representative,1,2,2,0,2,2,1,727,54,2728,21082,80,No,11,0,3,Travel_Rarely,3,1,4,3,3,1,No
584,Male,33,Y,Divorced,10,1,Medical,Research & Development,Laboratory Technician,1,4,3,1,3,8,7,587,38,3408,6705,80,No,13,3,3,Travel_Rarely,2,4,1,1,3,1,Yes
895,Male,31,Y,Married,11,4,Life Sciences,Research & Development,Research Scientist,1,6,4,0,2,8,3,1222,48,2356,14871,80,Yes,19,1,3,Travel_Rarely,2,4,4,3,3,2,No
1092,Male,40,Y,Married,20,4,Technical Degree,Research & Development,Healthcare Representative,3,11,10,11,1,14,4,1492,61,10322,26542,80,No,20,1,4,Travel_Rarely,6,4,1,3,3,4,No
1215,Female,50,Y,Married,2,3,Medical,Research & Development,Manager,4,2,2,2,2,32,2,1421,30,17856,9490,80,No,22,1,4,Travel_Frequently,3,1,4,3,3,3,No
1648,Male,27,Y,Single,2,3,Medical,Research & Development,Research Scientist,1,4,2,1,2,6,2,591,87,2580,6297,80,No,13,0,3,Travel_Frequently,0,4,4,3,2,3,No
536,Male,28,Y,Divorced,17,2,Medical,Research & Development,Laboratory Technician,2,10,0,1,8,10,1,1300,79,4558,13535,80,No,12,1,3,Travel_Rarely,2,1,3,3,3,4,No
1790,Male,36,Y,Married,10,3,Life Sciences,Research & Development,Healthcare Representative,3,12,8,5,7,15,7,1383,90,8321,25949,80,Yes,13,1,3,Travel_Rarely,1,1,4,3,3,4,No
1472,Male,53,Y,Single,2,3,Medical,Research & Development,Research Director,4,9,8,8,8,35,4,447,39,16598,19764,80,No,12,0,3,Travel_Rarely,2,2,4,4,2,2,No
1803,Male,42,Y,Married,13,3,Medical,Research & Development,Healthcare Representative,2,0,0,0,0,10,5,1128,95,5538,5696,80,No,18,2,3,Travel_Rarely,2,1,2,4,2,3,No
139,Male,37,Y,Divorced,2,2,Life Sciences,Research & Development,Healthcare Representative,2,1,0,0,0,17,5,1040,100,5163,15850,80,No,14,1,3,Non-Travel,2,4,3,2,4,4,No
843,Male,43,Y,Married,14,2,Life Sciences,Research & Development,Research Director,4,4,1,1,0,22,6,589,94,17159,5200,80,No,24,1,4,Travel_Rarely,3,1,2,3,3,3,No
1270,Male,23,Y,Married,1,2,Life Sciences,Research & Development,Research Scientist,1,1,0,0,1,1,1,373,47,1223,16901,80,No,22,1,4,Travel_Rarely,2,3,4,3,3,4,No
1409,Female,52,Y,Married,8,4,Other,Research & Development,Laboratory Technician,1,5,4,0,4,12,9,258,54,2950,17363,80,No,13,0,3,Travel_Rarely,2,1,3,3,1,3,No
1249,Female,29,Y,Divorced,1,3,Life Sciences,Research & Development,Research Scientist,1,3,2,1,2,3,1,1010,97,3760,5598,80,No,15,3,3,Travel_Rarely,5,4,1,3,3,1,No
80,Female,50,Y,Divorced,7,2,Medical,Research & Development,Research Director,5,27,3,13,8,29,5,989,43,18740,16701,80,Yes,12,1,3,Travel_Rarely,2,3,2,2,2,4,No
387,Male,42,Y,Married,1,1,Life Sciences,Sales,Sales Executive,2,20,16,11,6,20,1,635,99,4907,24532,80,No,25,0,4,Travel_Rarely,3,3,2,3,3,3,No
2068,Male,34,Y,Married,8,3,Medical,Research & Development,Laboratory Technician,2,4,3,1,2,6,2,628,82,4404,10228,80,No,12,0,3,Travel_Rarely,3,3,2,4,4,1,No
330,Female,32,Y,Married,4,2,Life Sciences,Sales,Sales Representative,1,4,3,1,2,6,2,1401,56,3931,20990,80,No,11,1,3,Travel_Rarely,5,2,3,3,3,1,No
307,Male,38,Y,Divorced,3,3,Life Sciences,Sales,Sales Executive,3,16,10,5,13,17,0,119,76,10609,9647,80,No,12,2,3,Travel_Rarely,6,3,1,3,2,3,No
197,Female,30,Y,Divorced,5,3,Technical Degree,Research & Development,Research Scientist,1,3,2,2,2,8,5,201,84,3204,10415,80,No,14,1,3,Travel_Rarely,3,1,4,3,3,4,No
1935,Female,56,Y,Married,11,5,Marketing,Sales,Sales Executive,2,0,0,0,0,6,4,1443,89,5380,20328,80,No,16,1,3,Travel_Rarely,3,1,4,2,3,3,No
497,Male,27,Y,Divorced,1,2,Medical,Research & Development,Laboratory Technician,1,5,2,0,4,5,1,1469,82,3816,17881,80,No,11,1,3,Travel_Rarely,2,2,4,3,3,2,No
155,Female,36,Y,Divorced,3,2,Life Sciences,Research & Development,Laboratory Technician,1,1,0,0,0,7,5,922,39,2835,2561,80,No,22,1,4,Travel_Rarely,2,4,1,3,3,1,No
1802,Female,40,Y,Married,2,2,Life Sciences,Research & Development,Laboratory Technician,1,4,3,0,2,7,4,616,99,3377,25605,80,No,17,1,3,Travel_Rarely,5,1,3,3,2,4,No
342,Male,37,Y,Divorced,10,3,Medical,Research & Development,Manufacturing Director,3,1,0,0,0,17,6,504,61,10048,22573,80,No,11,2,3,Travel_Frequently,5,3,1,3,3,2,Yes
1994,Male,33,Y,Divorced,1,2,Medical,Research & Development,Laboratory Technician,1,1,1,0,0,1,1,1313,59,2008,20439,80,No,12,3,3,Non-Travel,2,3,2,2,2,3,No
13,Male,36,Y,Married,27,3,Medical,Research & Development,Healthcare Representative,2,7,7,7,7,17,6,1299,94,5237,16577,80,No,13,2,3,Travel_Rarely,3,3,3,3,2,2,No
602,Female,39,Y,Married,8,1,Life Sciences,Research & Development,Laboratory Technician,1,8,3,0,7,8,1,443,48,3755,17872,80,No,11,1,3,Travel_Frequently,3,3,3,3,3,1,No
990,Male,36,Y,Divorced,8,4,Technical Degree,Sales,Sales Executive,2,7,7,0,7,12,4,1229,84,5079,25952,80,No,13,2,3,Non-Travel,3,4,1,3,3,4,No
350,Female,25,Y,Married,1,3,Life Sciences,Research & Development,Manufacturing Director,2,4,2,1,2,5,0,685,62,4898,7505,80,No,12,2,3,Travel_Rarely,3,3,1,3,3,4,No
823,Female,36,Y,Married,1,3,Other,Research & Development,Manufacturing Director,2,9,7,0,5,10,0,676,35,5228,23361,80,No,15,1,3,Travel_Rarely,2,2,3,3,3,1,No
518,Male,37,Y,Single,10,4,Life Sciences,Research & Development,Manufacturing Director,2,1,0,0,1,18,2,1305,49,4197,21123,80,Yes,12,0,3,Travel_Rarely,2,2,3,3,2,4,No
1282,Male,51,Y,Divorced,9,3,Life Sciences,Sales,Manager,5,29,10,11,10,31,4,237,83,19847,19196,80,Yes,24,1,4,Travel_Frequently,5,2,4,3,2,1,No
1655,Female,49,Y,Married,22,4,Other,Research & Development,Research Director,4,4,2,1,2,27,3,301,72,16413,3498,80,No,16,2,3,Travel_Rarely,2,2,1,3,3,2,No
771,Female,35,Y,Divorced,2,4,Life Sciences,Research & Development,Healthcare Representative,2,1,0,0,0,16,2,1225,61,5093,4761,80,No,11,1,3,Non-Travel,2,1,4,3,4,1,No
1767,Male,43,Y,Married,17,3,Technical Degree,Research & Development,Research Scientist,1,1,0,0,0,6,9,807,38,2437,15587,80,Yes,16,1,3,Travel_Frequently,4,3,3,2,3,4,Yes
1114,Female,33,Y,Married,7,3,Life Sciences,Sales,Sales Executive,2,3,2,0,2,4,0,970,30,4302,13401,80,No,17,1,3,Travel_Frequently,3,2,4,3,3,3,No
618,Male,26,Y,Divorced,29,2,Medical,Sales,Sales Executive,2,0,0,0,0,8,5,775,45,4306,4267,80,No,12,2,3,Travel_Rarely,5,3,1,3,3,1,No
1007,Male,46,Y,Divorced,7,2,Medical,Research & Development,Manufacturing Director,3,8,7,0,7,13,6,566,75,10845,24208,80,No,13,1,3,Travel_Rarely,3,3,4,3,3,2,No
1907,Male,56,Y,Single,24,2,Life Sciences,Research & Development,Laboratory Technician,1,4,2,1,0,5,1,1162,97,2587,10261,80,No,16,0,3,Travel_Rarely,3,4,1,3,3,4,Yes
195,Male,32,Y,Divorced,9,2,Medical,Sales,Sales Executive,2,8,7,0,7,9,0,689,35,4668,22812,80,No,17,3,3,Travel_Frequently,2,4,4,1,4,4,No
680,Female,30,Y,Divorced,3,3,Medical,Research & Development,Research Scientist,1,1,0,0,0,1,1,160,71,2083,22653,80,No,20,1,4,Travel_Frequently,2,3,3,3,3,3,No
1562,Male,30,Y,Married,1,3,Life Sciences,Sales,Sales Executive,2,10,8,6,7,10,1,740,64,9714,5323,80,No,11,1,3,Travel_Rarely,4,1,2,2,3,4,Yes
1027,Female,27,Y,Married,2,4,Life Sciences,Research & Development,Manufacturing Director,2,3,2,2,2,4,0,1055,47,4227,4658,80,No,18,1,3,Travel_Rarely,2,4,1,3,3,2,No
1911,Male,42,Y,Married,6,3,Medical,Research & Development,Research Director,3,13,7,5,7,18,9,1396,83,13348,14842,80,No,13,1,3,Travel_Rarely,3,1,3,3,4,2,No
1016,Female,20,Y,Single,11,3,Medical,Research & Development,Research Scientist,1,1,0,0,0,1,1,1097,98,2600,18275,80,Yes,15,0,3,Travel_Rarely,2,1,4,2,3,1,Yes
738,Male,50,Y,Married,8,4,Marketing,Sales,Sales Representative,1,2,2,2,2,4,7,316,54,3875,9983,80,No,15,1,3,Travel_Rarely,2,2,4,3,3,4,No
243,Male,19,Y,Single,2,3,Life Sciences,Research & Development,Laboratory Technician,1,1,0,1,0,1,1,303,47,1102,9241,80,No,22,0,4,Travel_Rarely,3,4,2,2,2,3,Yes
1996,Male,31,Y,Married,2,2,Life Sciences,Sales,Sales Representative,1,2,2,1,2,3,0,1154,54,3067,6393,80,No,19,1,3,Travel_Rarely,1,3,1,3,3,3,No
974,Female,29,Y,Married,20,3,Technical Degree,Sales,Sales Representative,1,3,1,0,2,3,1,1404,84,2157,18203,80,No,15,1,3,Travel_Frequently,5,4,3,3,3,2,No
1860,Male,42,Y,Single,8,3,Life Sciences,Research & Development,Laboratory Technician,1,0,0,0,0,8,4,1142,81,3968,13624,80,No,13,0,3,Travel_Rarely,3,3,4,3,3,4,No
1880,Female,36,Y,Married,10,4,Technical Degree,Sales,Sales Executive,2,10,9,1,7,10,1,1266,63,5673,6060,80,Yes,13,1,3,Travel_Rarely,4,3,2,2,3,1,No
1167,Male,42,Y,Single,12,3,Life Sciences,Sales,Sales Executive,4,21,9,13,14,22,0,481,44,13758,2447,80,Yes,12,0,3,Travel_Frequently,2,1,3,3,2,2,Yes
1204,Female,46,Y,Married,2,3,Marketing,Sales,Manager,4,26,15,15,9,28,8,1402,69,17048,24097,80,No,23,0,4,Travel_Rarely,2,1,3,3,3,1,No
2056,Female,39,Y,Married,24,1,Marketing,Sales,Sales Executive,4,20,9,9,6,21,0,722,60,12031,8828,80,No,11,1,3,Travel_Rarely,2,4,2,2,2,1,No
11,Male,30,Y,Divorced,24,1,Life Sciences,Research & Development,Laboratory Technician,1,1,0,0,0,1,1,1358,67,2693,13335,80,No,22,1,4,Travel_Rarely,2,3,4,3,3,2,No
1435,Male,36,Y,Single,4,4,Life Sciences,Research & Development,Laboratory Technician,2,10,4,1,8,10,1,172,37,5810,22604,80,No,16,0,3,Travel_Rarely,2,4,1,2,2,3,No
927,Female,41,Y,Divorced,2,4,Life Sciences,Research & Development,Laboratory Technician,1,7,7,1,0,10,4,1085,57,2778,17725,80,Yes,13,1,3,Travel_Rarely,1,4,2,1,2,3,Yes
1605,Female,22,Y,Married,26,2,Other,Research & Development,Research Scientist,1,4,2,1,3,4,1,457,85,2814,10293,80,Yes,14,0,3,Non-Travel,2,3,2,2,2,2,No
478,Female,21,Y,Single,1,1,Technical Degree,Sales,Sales Representative,1,3,2,1,2,3,1,756,99,2174,9150,80,Yes,11,0,3,Travel_Frequently,3,2,1,2,3,3,Yes
1085,Female,41,Y,Married,7,2,Technical Degree,Research & Development,Research Scientist,1,10,6,0,8,10,1,509,43,3376,18863,80,No,13,0,3,Travel_Rarely,3,3,2,4,3,3,No
1564,Male,35,Y,Single,1,3,Medical,Research & Development,Laboratory Technician,1,3,0,1,2,3,1,992,68,2450,21731,80,No,19,0,3,Travel_Rarely,3,1,4,2,3,2,No
447,Male,47,Y,Married,5,5,Life Sciences,Research & Development,Research Director,5,3,2,1,1,21,4,1482,42,18300,16375,80,No,11,1,3,Travel_Rarely,2,3,4,3,3,2,No
1460,Male,45,Y,Divorced,20,3,Medical,Research & Development,Healthcare Representative,3,7,7,0,7,24,2,1038,95,10851,19863,80,Yes,18,1,3,Travel_Rarely,2,1,2,1,3,2,No
1590,Male,29,Y,Divorced,2,1,Life Sciences,Research & Development,Healthcare Representative,2,6,4,1,3,6,1,995,87,8853,24483,80,No,19,1,3,Travel_Frequently,0,4,1,3,4,4,No
2060,Female,26,Y,Single,5,3,Other,Sales,Sales Representative,1,4,2,0,0,5,0,1167,30,2966,21378,80,No,18,0,3,Travel_Rarely,2,3,4,2,3,4,No
353,Male,51,Y,Married,1,3,Life Sciences,Research & Development,Research Scientist,1,1,0,0,0,1,1,833,96,2723,23231,80,No,11,0,3,Travel_Rarely,0,4,3,3,2,2,No
1932,Male,34,Y,Married,22,4,Other,Research & Development,Research Scientist,2,15,10,6,11,16,1,735,86,5747,26496,80,Yes,15,0,3,Travel_Frequently,3,4,3,2,3,2,No
496,Male,35,Y,Single,9,4,Life Sciences,Research & Development,Healthcare Representative,2,1,1,0,0,10,9,755,97,6540,19394,80,No,19,0,3,Travel_Rarely,5,2,3,2,3,3,No
1534,Male,40,Y,Single,9,4,Life Sciences,Research & Development,Laboratory Technician,1,5,4,1,0,15,3,676,86,2018,21831,80,No,14,0,3,Travel_Rarely,3,1,4,3,1,2,Yes
1242,Female,42,Y,Married,26,5,Medical,Research & Development,Research Director,3,1,0,0,0,20,3,458,60,13191,23281,80,Yes,17,0,3,Travel_Frequently,6,1,1,3,3,3,No
193,Female,38,Y,Single,3,5,Technical Degree,Research & Development,Research Scientist,2,3,2,2,2,19,3,364,32,4317,2302,80,Yes,20,0,4,Travel_Rarely,2,3,4,3,3,2,No
720,Female,24,Y,Single,3,2,Life Sciences,Sales,Sales Executive,2,2,2,2,0,4,9,693,65,4577,24785,80,No,14,0,3,Travel_Rarely,3,3,1,3,3,1,Yes
1588,Male,39,Y,Married,6,3,Medical,Sales,Sales Executive,3,7,6,7,6,11,2,1462,38,8237,4658,80,No,11,1,3,Travel_Rarely,3,3,4,4,3,1,No
1361,Male,40,Y,Married,1,4,Life Sciences,Research & Development,Laboratory Technician,1,4,2,0,3,7,3,329,88,2387,6762,80,No,22,1,4,Travel_Rarely,3,2,2,3,3,3,No
1553,Male,45,Y,Divorced,1,4,Technical Degree,Research & Development,Healthcare Representative,3,10,8,7,7,10,1,538,66,7441,20933,80,No,12,3,3,Travel_Rarely,4,2,1,3,3,1,No
2051,Female,40,Y,Married,2,4,Medical,Research & Development,Research Scientist,1,5,3,0,2,20,2,1194,98,2001,12549,80,No,14,3,3,Travel_Rarely,2,3,3,3,3,2,No
590,Female,34,Y,Divorced,23,3,Human Resources,Human Resources,Human Resources,3,3,2,0,2,11,9,988,43,9950,11533,80,Yes,15,3,3,Travel_Frequently,2,1,2,3,3,3,Yes
727,Female,32,Y,Single,3,2,Life Sciences,Research & Development,Research Director,3,7,7,7,7,10,3,1018,39,11159,19373,80,No,15,0,3,Travel_Rarely,6,4,3,3,3,4,No
1656,Female,50,Y,Divorced,17,5,Life Sciences,Research & Development,Research Director,3,14,11,1,11,19,5,813,50,13269,21981,80,No,15,3,3,Travel_Rarely,3,1,4,2,3,3,No
311,Male,37,Y,Divorced,4,4,Marketing,Sales,Sales Representative,1,9,8,5,8,13,4,319,41,2793,2539,80,No,17,1,3,Travel_Frequently,2,4,1,3,3,3,No
1421,Female,29,Y,Single,14,1,Other,Research & Development,Healthcare Representative,3,8,7,7,7,9,0,337,84,7553,22930,80,Yes,12,0,3,Travel_Frequently,1,4,3,3,3,1,Yes
314,Female,35,Y,Single,1,3,Marketing,Sales,Sales Executive,3,10,7,0,8,10,1,944,92,8789,9096,80,No,14,0,3,Travel_Frequently,3,3,3,3,4,1,No
1833,Female,31,Y,Married,7,4,Marketing,Sales,Sales Executive,3,3,2,2,2,9,2,1125,68,9637,8277,80,No,14,2,3,Travel_Frequently,3,1,1,3,3,4,No
1782,Female,38,Y,Married,6,2,Other,Research & Development,Laboratory Technician,1,5,4,0,4,5,1,1153,40,3702,16376,80,No,11,1,3,Travel_Rarely,3,3,4,2,3,2,No
293,Female,27,Y,Single,20,3,Life Sciences,Sales,Sales Executive,2,7,7,0,7,7,1,1242,90,9981,12916,80,No,14,0,3,Travel_Frequently,2,3,4,3,3,4,No
103,Male,46,Y,Divorced,5,2,Medical,Human Resources,Human Resources,2,4,2,0,2,16,8,945,80,5021,10425,80,Yes,22,1,4,Travel_Rarely,2,2,2,3,3,4,No
200,Male,41,Y,Married,9,4,Life Sciences,Research & Development,Laboratory Technician,1,5,0,1,4,7,2,933,94,2238,6961,80,No,21,1,4,Travel_Rarely,2,1,3,3,3,4,No
1128,Male,40,Y,Single,14,3,Medical,Research & Development,Research Director,5,20,7,4,9,21,1,1308,44,19626,17544,80,No,14,0,3,Travel_Rarely,2,3,3,2,4,1,No
1211,Male,30,Y,Divorced,29,4,Life Sciences,Sales,Sales Executive,2,4,3,0,3,8,8,1329,61,4115,13192,80,No,19,3,3,Travel_Rarely,3,1,3,3,3,3,No
1224,Male,30,Y,Divorced,7,4,Life Sciences,Research & Development,Laboratory Technician,2,10,7,8,9,10,1,853,49,3491,11309,80,No,13,3,3,Travel_Rarely,4,3,3,3,2,1,No
934,Male,34,Y,Divorced,10,3,Life Sciences,Research & Development,Laboratory Technician,1,1,0,1,0,1,1,546,83,2008,6896,80,No,14,2,3,Travel_Rarely,3,2,2,3,3,2,No
1598,Female,40,Y,Married,14,2,Life Sciences,Sales,Sales Executive,2,5,4,1,2,5,1,118,84,4639,11262,80,No,15,1,3,Travel_Rarely,2,1,4,3,3,3,No
766,Male,29,Y,Divorced,10,3,Marketing,Sales,Sales Representative,1,2,2,2,2,2,1,1090,83,2297,17967,80,No,14,2,3,Travel_Rarely,2,2,4,3,3,4,No
1217,Male,46,Y,Married,15,2,Life Sciences,Research & Development,Research Director,5,4,2,0,3,25,5,1450,52,19081,10849,80,No,11,1,3,Travel_Rarely,2,2,4,3,3,1,No
176,Male,41,Y,Divorced,9,1,Life Sciences,Sales,Sales Executive,3,9,7,0,7,12,3,802,96,8189,21196,80,Yes,13,1,3,Travel_Rarely,2,3,3,3,3,3,No
1929,Female,39,Y,Married,21,4,Life Sciences,Sales,Sales Executive,2,3,2,1,2,10,6,1251,32,5736,3987,80,No,19,1,3,Non-Travel,1,3,1,1,3,3,No
1143,Female,29,Y,Divorced,10,3,Life Sciences,Research & Development,Research Scientist,1,7,5,1,1,8,0,490,61,3291,17940,80,No,14,2,3,Travel_Frequently,2,2,4,3,2,4,No
546,Female,52,Y,Married,4,2,Life Sciences,Research & Development,Manager,4,5,2,1,4,31,2,1490,30,16555,10310,80,No,13,0,3,Travel_Rarely,2,4,4,3,1,4,No
1394,Male,37,Y,Married,4,1,Life Sciences,Research & Development,Research Scientist,1,6,4,1,3,8,7,1439,54,2996,5182,80,Yes,15,0,3,Travel_Rarely,2,3,3,3,3,4,No
690,Female,29,Y,Married,3,2,Medical,Sales,Sales Executive,2,6,0,1,2,6,1,1176,62,5561,3487,80,No,14,1,3,Travel_Rarely,5,3,2,3,2,1,No
1683,Female,44,Y,Divorced,1,3,Life Sciences,Human Resources,Human Resources,1,2,2,2,2,8,4,528,44,3195,4167,80,Yes,18,3,3,Travel_Rarely,2,4,3,3,3,1,No
684,Female,45,Y,Married,26,4,Life Sciences,Sales,Sales Executive,2,1,1,0,0,5,2,306,100,4286,5630,80,No,14,2,3,Travel_Frequently,4,1,1,3,3,4,Yes
1399,Male,25,Y,Married,18,1,Life Sciences,Sales,Sales Executive,2,3,2,1,2,6,2,1372,93,6232,12477,80,No,11,0,3,Travel_Rarely,3,3,1,4,2,2,No
467,Male,47,Y,Single,4,1,Medical,Sales,Sales Representative,2,0,0,0,0,5,3,1309,99,2976,25751,80,No,19,0,3,Travel_Frequently,3,3,2,3,3,1,No
515,Female,37,Y,Divorced,14,3,Life Sciences,Research & Development,Laboratory Technician,1,18,7,12,17,18,1,1107,95,3034,26914,80,No,12,1,3,Travel_Rarely,2,1,4,3,2,3,No
1,Female,41,Y,Single,1,2,Life Sciences,Sales,Sales Executive,2,6,4,0,5,8,8,1102,94,5993,19479,80,Yes,11,0,3,Travel_Rarely,0,4,2,3,1,1,Yes
482,Male,57,Y,Married,1,4,Medical,Research & Development,Healthcare Representative,2,3,2,1,2,15,2,593,88,6755,2967,80,No,11,0,3,Travel_Rarely,2,3,4,3,3,3,No
1156,Male,18,Y,Single,8,1,Medical,Research & Development,Laboratory Technician,1,0,0,0,0,0,1,247,80,1904,13556,80,No,12,0,3,Non-Travel,0,3,3,3,3,4,Yes
1955,Female,32,Y,Divorced,15,4,Medical,Research & Development,Healthcare Representative,2,5,1,1,2,9,5,1146,34,6667,16542,80,No,18,1,3,Non-Travel,6,4,3,3,3,2,No
641,Male,26,Y,Married,28,2,Marketing,Sales,Sales Executive,2,5,3,1,4,6,1,703,66,6272,7428,80,No,20,2,4,Travel_Rarely,5,2,1,3,4,4,No
